code,fullname,firsname,lastname,MaritalStatus,Gender,YearlyIncome,Education,Occupation
11802,,Madison,Taylor,M,F,60000,Graduate Degree,Professional
11803,,Jan,Hernandez,S,F,60000,Graduate Degree,Professional
11804,,Haley,Turner,M,F,60000,Graduate Degree,Professional
11805,,Richard,Green,M,M,70000,Graduate Degree,Professional
11806,,Jennifer,Stewart,M,F,70000,Graduate Degree,Professional
11807,,Lucas,Baker,M,M,70000,Graduate Degree,Professional
11808,,James,Parker,M,M,60000,Graduate Degree,Professional
11809,,Juan,Gray,M,M,60000,Bachelors,Skilled Manual
11810,,Antonio,Washington,S,M,40000,Bachelors,Professional
11811,,Abigail,Brooks,S,F,40000,Bachelors,Professional
11812,,Andrew,Rodriguez,M,M,40000,Bachelors,Professional
11813,,Mary,Patterson,M,F,40000,Bachelors,Professional
11814,,Dalton,Morgan,M,M,60000,Graduate Degree,Professional
11815,,Hannah,Patterson,M,F,70000,Graduate Degree,Professional
11816,,Joe,Torres,M,M,70000,Graduate Degree,Professional
11817,,Morgan,Miller,S,F,70000,Graduate Degree,Professional
11818,,Daniel,Garcia,M,M,70000,Graduate Degree,Professional
11819,,Jose,Lal,M,M,70000,Bachelors,Skilled Manual
11820,,Katelyn,Lopez,M,F,60000,Graduate Degree,Professional
11821,,Austin,Johnson,M,M,60000,Graduate Degree,Professional
11822,,Rohinton,Wadia,M,F,60000,Graduate Degree,Professional
11823,,Morgan,Turner,M,F,70000,Graduate Degree,Professional
11824,,Jill,Martin,M,F,70000,Graduate Degree,Professional
11825,,Aimee,She,S,F,70000,Graduate Degree,Professional
11826,,Jessie,Alonso,M,F,70000,Graduate Degree,Professional
11827,,Sara,Baker,M,F,60000,Graduate Degree,Professional
11828,,Katherine,Martinez,M,F,70000,Graduate Degree,Professional
11829,,Sophia,Campbell,M,F,70000,Graduate Degree,Professional
11830,,Taylor,Garcia,M,F,80000,Graduate Degree,Professional
11831,,Christian,Ross,M,M,80000,Graduate Degree,Professional
11832,,Zoe,Murphy,S,F,40000,Bachelors,Professional
11833,,Oscar,Price,M,M,80000,Bachelors,Skilled Manual
11834,,Fernando,Flores,S,M,80000,Bachelors,Skilled Manual
11835,,Elijah,Russell,S,M,80000,Bachelors,Skilled Manual
11836,,Garrett,Travers,M,M,80000,Bachelors,Skilled Manual
11837,,Haley,Alexander,S,F,80000,Bachelors,Skilled Manual
11838,,Justin,Rodriguez,S,M,80000,Bachelors,Skilled Manual
11839,,Tyler,Brown,S,M,60000,Graduate Degree,Professional
11840,,Julian,Patterson,M,M,60000,Graduate Degree,Professional
11841,,Sean,Nelson,M,M,40000,Bachelors,Professional
11842,,Justin,Wilson,S,M,50000,Bachelors,Skilled Manual
11843,,Christy,Nara,S,F,50000,Bachelors,Skilled Manual
11844,,Michele,Alvarez,S,F,50000,Bachelors,Skilled Manual
11845,,Natalie,Jones,S,F,30000,High School,Skilled Manual
11846,,Savannah,Reed,S,F,50000,Bachelors,Skilled Manual
11847,,Cassidy,Diaz,S,F,50000,Bachelors,Skilled Manual
11848,,Joshua,Lewis,M,M,50000,Bachelors,Skilled Manual
11849,,Faith,Reed,S,F,50000,Bachelors,Skilled Manual
11850,,Brooke,Ramirez,S,F,50000,Bachelors,Skilled Manual
11851,,Jada,Mitchell,S,F,60000,Bachelors,Professional
11852,,Kyle,Russell,S,M,60000,Bachelors,Professional
11853,,Grace,Jones,S,F,60000,Bachelors,Professional
11854,,Jason,Mitchell,S,M,60000,Graduate Degree,Professional
11855,,Christian,Walker,M,M,60000,Bachelors,Professional
11856,,Seth,Hernandez,M,M,60000,Graduate Degree,Professional
11857,,Isabella,Young,S,F,60000,Graduate Degree,Professional
11858,,Jordan,Coleman,M,M,40000,High School,Skilled Manual
11859,,Blake,Garcia,M,M,70000,Partial College,Skilled Manual
11860,,Nicole,Walker,M,F,70000,Partial College,Skilled Manual
11861,,Katherine,Carter,M,F,70000,Partial College,Skilled Manual
11862,,Olivia,Peterson,S,F,40000,High School,Skilled Manual
11863,,Jessica,Wood,M,F,60000,Partial College,Skilled Manual
11864,,Elizabeth,Thompson,M,F,60000,Partial College,Skilled Manual
11865,,Chloe,Rivera,M,F,60000,Partial College,Skilled Manual
11866,,Lucas,Scott,M,M,60000,Partial College,Skilled Manual
11867,,Nathaniel,James,M,M,40000,High School,Skilled Manual
11868,,Jessica,Peterson,S,F,70000,Partial College,Skilled Manual
11869,,Kaitlyn,Adams,S,F,70000,Partial College,Skilled Manual
11870,,Jillian,Garcia,S,F,70000,Partial College,Skilled Manual
11871,,Dalton,Bennett,S,M,70000,Partial College,Skilled Manual
11872,,Faith,Patterson,S,F,60000,Graduate Degree,Professional
11873,,Ryan,Zhang,M,M,60000,Graduate Degree,Professional
11874,,Adrian,Bell,S,M,60000,Bachelors,Professional
11875,,Jonathan,Brown,M,M,60000,Partial College,Skilled Manual
11876,,Madison,White,M,F,60000,Partial College,Skilled Manual
11877,,Alexis,Diaz,M,F,60000,Partial College,Skilled Manual
11878,,Christine,Nara,M,F,60000,Partial College,Skilled Manual
11879,,Edgar,Sai,M,M,60000,Partial College,Skilled Manual
11880,,Melissa,Sanchez,M,F,60000,Partial College,Skilled Manual
11881,,Richard,Mitchell,M,M,60000,Bachelors,Professional
11882,,Patrick,Stewart,M,M,60000,Bachelors,Professional
11883,,Hannah,Anderson,M,F,70000,Graduate Degree,Professional
11884,,Latoya,Shen,M,F,80000,Graduate Degree,Professional
11885,,Kurt,Sharma,M,M,80000,Graduate Degree,Professional
11886,,Katelyn,Parker,M,F,60000,Bachelors,Professional
11887,,Joseph,White,M,M,60000,Bachelors,Professional
11888,,Aaron,Ross,M,M,60000,Bachelors,Professional
11889,,Blake,Patterson,S,M,60000,Bachelors,Professional
11890,,Whitney,Lopez,M,F,70000,Graduate Degree,Professional
11891,,Jamie,Liang,M,F,70000,Graduate Degree,Professional
11892,,Julio,Ortega,M,M,90000,Graduate Degree,Management
11893,,Orlando,Carlson,M,M,90000,Graduate Degree,Management
11894,,Ann,Gonzalez,M,F,100000,Graduate Degree,Management
11895,,Dustin,Chander,M,M,100000,Graduate Degree,Management
11896,,Frank,Carlson,M,M,100000,Graduate Degree,Management
11897,,Orlando,Ashe,S,M,60000,Bachelors,Professional
11898,,Angela,Henderson,M,F,80000,Graduate Degree,Management
11899,,Brenda,Perez,S,F,80000,Graduate Degree,Management
11900,,Byron,Carlson,S,M,90000,Bachelors,Professional
11901,,Stacy,Alvarez,S,F,60000,Bachelors,Professional
11902,,Drew,Pal,M,M,70000,Bachelors,Professional
11903,,Kate,Raji,S,F,110000,Graduate Degree,Management
11904,,Kaylee,Cook,S,F,110000,Graduate Degree,Management
11905,,Isaiah,Ramirez,S,M,110000,Graduate Degree,Management
11906,,Gabriella,Sanders,M,F,80000,Graduate Degree,Management
11907,,Sarah,Garcia,S,F,80000,Graduate Degree,Management
11908,,Rafael,Tang,S,M,80000,Graduate Degree,Management
11909,,Nichole,She,M,F,80000,Graduate Degree,Management
11910,,Jaclyn,Zheng,M,F,80000,Graduate Degree,Management
11911,,Rachael,Kapoor,M,F,80000,Graduate Degree,Management
11912,,Rachael,Sai,S,F,60000,Bachelors,Professional
11913,,Rebecca,Robinson,M,F,60000,Bachelors,Professional
11914,,Meagan,Rana,S,F,70000,Bachelors,Professional
11915,,Philip,Carlson,S,M,70000,Bachelors,Professional
11916,,Joe,Rana,S,M,70000,Bachelors,Professional
11917,,Roy,Sanz,S,M,70000,Bachelors,Professional
11918,,Kaylee,Hill,M,F,60000,Bachelors,Professional
11919,,Warren,Andersen,M,M,60000,Bachelors,Professional
11920,,Adrienne,Gomez,S,F,60000,Bachelors,Professional
11921,,Gilbert,Zhu,M,M,60000,Bachelors,Professional
11922,,James,Davis,S,M,90000,Partial College,Skilled Manual
11923,,Sarah,Bryant,M,F,60000,Partial College,Skilled Manual
11924,,Ian,Long,S,M,60000,Partial College,Skilled Manual
11925,,Ashlee,Jai,S,F,40000,Partial College,Skilled Manual
11926,,Eduardo,Foster,S,M,40000,Partial College,Skilled Manual
11927,,Nicole,Murphy,S,F,40000,Partial College,Skilled Manual
11928,,Isabella,Morris,M,F,60000,Partial College,Skilled Manual
11929,,Virginia,Gonzalez,S,F,30000,Partial College,Clerical
11930,,Jaclyn,Nara,M,F,20000,High School,Skilled Manual
11931,,Marcus,Adams,S,M,70000,Partial College,Skilled Manual
11932,,Elizabeth,Coleman,M,F,70000,Partial College,Skilled Manual
11933,,Mathew,Rubio,S,M,40000,Partial High School,Clerical
11934,,Justin,Shan,S,M,40000,Partial High School,Clerical
11935,,Jessica,Taylor,S,F,30000,Partial College,Skilled Manual
11936,,Hunter,Clark,M,M,30000,Partial College,Skilled Manual
11937,,Devin,Perez,M,M,30000,Partial College,Skilled Manual
11938,,Seth,Alexander,M,M,60000,Partial College,Skilled Manual
11939,,Kevin,Washington,S,M,60000,Partial College,Skilled Manual
11940,,Tyler,Miller,M,M,100000,Bachelors,Management
11941,,Adam,Roberts,S,M,60000,Partial College,Skilled Manual
11942,,George,Gonzalez,M,M,20000,Partial High School,Clerical
11943,,Dawn,Huang,M,F,20000,Partial High School,Clerical
11944,,Rachael,Rodriguez,S,F,30000,Partial College,Clerical
11945,,Dennis,Huang,M,M,20000,Partial College,Skilled Manual
11946,,Brandy,Saunders,S,F,30000,High School,Skilled Manual
11947,,Jenny,Zheng,S,F,30000,High School,Skilled Manual
11948,,Tasha,Xu,M,F,30000,High School,Skilled Manual
11949,,Julia,Brooks,S,F,70000,Partial College,Skilled Manual
11950,,Jordan,Carter,M,F,70000,Partial College,Skilled Manual
11951,,Lacey,Huang,M,F,40000,Partial College,Skilled Manual
11952,,Dorothy,Robinson,S,M,80000,Partial College,Skilled Manual
11953,,Courtney,Wright,S,F,40000,High School,Skilled Manual
11954,,Joseph,Garcia,M,M,60000,Partial College,Skilled Manual
11955,,Gabriel,Green,S,M,60000,Partial College,Skilled Manual
11956,,Alexandria,Sandberg,S,F,40000,High School,Skilled Manual
11957,,Courtney,Hernandez,S,F,60000,Partial College,Skilled Manual
11958,,Dylan,Lal,S,M,70000,Partial College,Professional
11959,,Elizabeth,Davis,S,F,70000,Partial College,Professional
11960,,Ana,Griffin,S,F,70000,Partial College,Professional
11961,,Anne,Alvarez,S,F,70000,Partial College,Professional
11962,,Alexandra,Roberts,S,F,60000,Partial College,Professional
11963,,Antonio,Patterson,M,M,80000,High School,Skilled Manual
11964,,Sharon,Salavaria,S,M,70000,High School,Skilled Manual
11965,,Katie,She,S,F,70000,High School,Skilled Manual
11966,,Rafael,Black,S,M,70000,High School,Skilled Manual
11967,,Latasha,Munoz,S,F,80000,High School,Professional
11968,,Kelsey,Becker,S,F,130000,Graduate Degree,Management
11969,,Randy,Xu,S,M,130000,Graduate Degree,Management
11970,,Bailey,Collins,S,F,80000,Bachelors,Management
11971,,Amanda,Adams,S,F,80000,Bachelors,Management
11972,,Katherine,Williams,M,F,60000,Partial College,Professional
11973,,Caroline,Barnes,S,F,60000,Partial College,Professional
11974,,Randy,Sun,S,M,60000,Partial College,Professional
11975,,Destiny,Garcia,S,F,60000,High School,Professional
11976,,Audrey,Ramos,S,F,120000,Bachelors,Management
11977,,Bonnie,Jai,M,F,130000,Graduate Degree,Management
11978,,Jackson,Washington,M,M,130000,Graduate Degree,Management
11979,,Christopher,Johnson,M,M,80000,Partial High School,Skilled Manual
11980,,Kimberly,Richardson,S,F,60000,High School,Professional
11981,,Alexandria,Howard,S,F,60000,High School,Professional
11982,,Alexandra,Foster,S,F,60000,High School,Professional
11983,,Cheryl,Ortega,M,F,70000,Partial College,Professional
11984,,Alex,Campbell,M,M,80000,Bachelors,Management
11985,,Melanie,Hughes,M,F,80000,Bachelors,Management
11986,,Max,Alvarez,S,M,70000,Bachelors,Professional
11987,,Diane,Vazquez,M,F,90000,Bachelors,Professional
11988,,Kathryn,Chapman,S,F,70000,Partial College,Skilled Manual
11989,,Kara,Anand,S,F,70000,Partial College,Skilled Manual
11990,,Joanna,Vazquez,S,F,70000,Partial College,Skilled Manual
11991,,Frederick,Martinez,M,M,60000,Bachelors,Professional
11992,,Tonya,Chande,S,F,60000,Partial College,Skilled Manual
11993,,Rosa,Wang,S,F,60000,Partial College,Skilled Manual
11994,,Leah,Hu,S,F,110000,Graduate Degree,Management
11995,,Kelvin,Carson,M,M,60000,Partial College,Skilled Manual
11996,,Veronica,Srini,S,F,60000,Partial College,Skilled Manual
11997,,Kristina,Kapoor,M,F,60000,Partial College,Skilled Manual
11998,,Donna,Sharma,M,F,60000,Partial College,Skilled Manual
11999,,Johnny,Shan,M,M,60000,Partial College,Skilled Manual
12000,,Ashley,Russell,S,F,70000,Bachelors,Professional
12001,,Shannon,Yang,S,F,80000,Bachelors,Professional
12002,,Adriana,Lopez,S,F,70000,Bachelors,Professional
12003,,Audrey,Munoz,S,F,70000,Bachelors,Professional
12004,,Jarrod,Suri,S,M,70000,Bachelors,Professional
12005,,Gilbert,Shen,M,M,60000,Partial College,Skilled Manual
12006,,Richard,Blue,M,M,70000,Partial College,Skilled Manual
12007,,Shannon,Sun,M,F,60000,Partial College,Skilled Manual
12008,,Sharon,Yuan,M,F,70000,Partial College,Skilled Manual
12009,,Ann,Martinez,S,F,80000,Partial College,Skilled Manual
12010,,Max,Serrano,M,M,80000,Partial College,Skilled Manual
12011,,Morgan,Johnson,S,F,30000,Partial College,Clerical
12012,,Monica,Schmidt,M,F,60000,Partial College,Skilled Manual
12013,,Kayla,Lewis,S,F,30000,Partial College,Clerical
12014,,Devin,Sanders,M,M,10000,High School,Skilled Manual
12015,,Jacob,White,S,M,30000,High School,Skilled Manual
12016,,Meredith,Serrano,S,F,40000,High School,Skilled Manual
12017,,David,Simmons,M,M,40000,High School,Skilled Manual
12018,,Devin,Henderson,M,M,30000,High School,Skilled Manual
12019,,Gabrielle,Cox,S,F,30000,High School,Skilled Manual
12020,,Olivia,Rogers,M,F,30000,High School,Skilled Manual
12021,,Deborah,Yuan,S,F,10000,High School,Skilled Manual
12022,,Jose,Wright,S,M,40000,High School,Skilled Manual
12023,,Fernando,Johnson,S,M,30000,Partial High School,Clerical
12024,,Samuel,Edwards,S,M,40000,High School,Skilled Manual
12025,,Logan,Diaz,M,M,40000,High School,Skilled Manual
12026,,Lucas,Flores,M,M,40000,High School,Skilled Manual
12027,,Haley,Wood,M,F,40000,High School,Skilled Manual
12028,,Sarah,Lewis,S,F,30000,Partial High School,Clerical
12029,,Damien,Hu,M,M,30000,Partial High School,Clerical
12030,,Ana,Washington,S,F,40000,High School,Skilled Manual
12031,,Logan,Jai,S,M,30000,Partial High School,Clerical
12032,,Tyler,Taylor,S,M,30000,Partial High School,Clerical
12033,,Kristen,Guo,S,F,40000,High School,Skilled Manual
12034,,Julian,Long,M,M,40000,Bachelors,Management
12035,,Gerald,Prasad,M,M,40000,Bachelors,Management
12036,,Summer,Lopez,M,F,40000,Bachelors,Management
12037,,Patricia,Chapman,S,F,40000,Bachelors,Management
12038,,George,Vance,S,M,40000,Bachelors,Management
12039,,Ricardo,Nath,M,M,70000,Graduate Degree,Management
12040,,Richard,Torres,M,M,40000,Partial College,Skilled Manual
12041,,Seth,Martin,M,M,40000,High School,Skilled Manual
12042,,Alex,Carter,M,M,40000,High School,Skilled Manual
12043,,Carson,Patterson,M,M,40000,Partial College,Skilled Manual
12044,,Madeline,Lopez,S,F,40000,Partial College,Skilled Manual
12045,,Luis,Russell,S,M,40000,Partial College,Skilled Manual
12046,,Alexa,Cook,S,F,40000,Partial College,Skilled Manual
12047,,Alexandra,Davis,S,F,40000,Partial College,Skilled Manual
12048,,Kayla,Coleman,S,F,70000,Partial College,Skilled Manual
12049,,Angela,Russell,S,F,80000,Bachelors,Management
12050,,Aaron,Young,S,M,110000,Graduate Degree,Management
12051,,Isaiah,Scott,S,M,120000,Bachelors,Management
12052,,Makayla,Ward,S,F,120000,Bachelors,Management
12053,,Cedric,Gao,S,M,130000,Graduate Degree,Management
12054,,Luke,Diaz,M,M,90000,Bachelors,Management
12055,,Arianna,Richardson,M,F,90000,Bachelors,Management
12056,,Ian,Ward,M,M,120000,Graduate Degree,Management
12057,,Madeline,Collins,M,F,120000,Graduate Degree,Management
12058,,Chloe,Nelson,M,F,130000,Bachelors,Management
12059,,Jason,Jenkins,M,M,130000,Bachelors,Management
12060,,Andrew,Wedge,S,M,150000,Graduate Degree,Management
12061,,Bryce,Brooks,M,M,160000,Bachelors,Management
12062,,Edward,Long,M,M,70000,Bachelors,Management
12063,,Xavier,Martinez,M,M,70000,Bachelors,Management
12064,,John,White,S,M,70000,Bachelors,Management
12065,,Isaiah,Collins,M,M,70000,Bachelors,Management
12066,,Wyatt,Powell,M,M,70000,Bachelors,Management
12067,,Aaron,Bryant,S,M,70000,Bachelors,Management
12068,,Maria,Jenkins,S,F,70000,Bachelors,Management
12069,,Garrett,Kelly,M,M,70000,Bachelors,Management
12070,,Luke,Ross,M,M,70000,Bachelors,Management
12071,,Robert,Robinson,M,M,70000,Bachelors,Management
12072,,Tristan,Ross,M,M,70000,Bachelors,Management
12073,,Thomas,Rodriguez,M,M,70000,Bachelors,Management
12074,,Megan,Jenkins,S,F,70000,Bachelors,Management
12075,,Cameron,Griffin,S,M,60000,Bachelors,Management
12076,,Chloe,Washington,M,F,70000,Bachelors,Management
12077,,Nicole,Sandberg,S,F,70000,Bachelors,Management
12078,,Jose,Edwards,M,M,60000,Bachelors,Management
12079,,Nathaniel,Cooper,M,M,60000,Bachelors,Management
12080,,Grace,Sanchez,S,F,60000,Bachelors,Management
12081,,Kaitlyn,Perez,S,F,60000,Bachelors,Management
12082,,Lauren,Sanchez,M,F,70000,Bachelors,Management
12083,,Kayla,Alexander,M,F,70000,Bachelors,Management
12084,,Aidan,Perry,M,M,60000,Bachelors,Management
12085,,Tyler,Rodriguez,M,M,60000,Bachelors,Management
12086,,Emily,Clark,S,F,60000,Bachelors,Management
12087,,Sean,Cook,S,M,70000,Bachelors,Management
12088,,Lauren,Thompson,S,F,70000,Bachelors,Management
12089,,Nathaniel,Richardson,M,M,70000,Bachelors,Management
12090,,Savannah,Carter,M,F,40000,High School,Professional
12091,,Eddie,Munoz,M,M,40000,High School,Professional
12092,,Austin,White,M,M,40000,High School,Professional
12093,,Levi,Chandra,M,M,60000,Partial College,Professional
12094,,Bailey,Bailey,M,F,60000,Bachelors,Management
12095,,Austin,Griffin,M,M,60000,Bachelors,Management
12096,,Caitlin,Brooks,M,F,60000,Bachelors,Management
12097,,Sean,Allen,S,M,60000,Partial College,Professional
12098,,Grace,Clark,S,F,60000,Partial College,Professional
12099,,Sydney,Hall,S,F,60000,Partial College,Professional
12100,,Jon,Sun,S,M,60000,Bachelors,Management
12101,,Logan,Patterson,S,M,70000,Partial College,Professional
12102,,Devin,Simmons,M,M,70000,Partial College,Professional
12103,,Chloe,White,M,F,70000,Partial College,Professional
12104,,Mariah,Ross,M,F,70000,Partial College,Professional
12105,,Abigail,Foster,S,F,70000,Partial College,Professional
12106,,Isaiah,Baker,M,M,40000,Partial High School,Skilled Manual
12107,,Nathan,Gonzales,M,M,40000,Partial High School,Skilled Manual
12108,,James,Walker,M,M,60000,Partial College,Professional
12109,,Morgan,Foster,S,F,60000,Partial College,Professional
12110,,Bianca,Guo,M,F,60000,Partial College,Professional
12111,,Jacqueline,Gonzales,M,F,60000,Partial College,Professional
12112,,Arianna,Henderson,M,F,70000,Partial College,Professional
12113,,Nathan,Hughes,M,M,70000,High School,Professional
12114,,Charles,Richardson,M,M,70000,High School,Professional
12115,,Chloe,Richardson,S,F,70000,High School,Professional
12116,,Amanda,Gray,S,F,70000,High School,Professional
12117,,Cameron,Yang,M,M,60000,Partial College,Professional
12118,,Miguel,Sanchez,M,F,60000,Partial College,Professional
12119,,Keith,Raje,M,M,60000,Partial College,Professional
12120,,Xavier,Simmons,M,M,60000,High School,Professional
12121,,Logan,Wilson,S,M,60000,High School,Professional
12122,,Destiny,Coleman,M,F,70000,Partial College,Professional
12123,,Wesley,Liang,M,M,170000,Bachelors,Management
12124,,Brandi,Gill,S,F,110000,Partial College,Professional
12125,,Diana,Ortega,M,F,130000,Partial College,Professional
12126,,Tammy,Raman,M,F,150000,High School,Professional
12127,,Grace,Davis,M,F,100000,Partial College,Professional
12128,,Kristy,Munoz,M,F,120000,High School,Professional
12129,,Wendy,Alvarez,M,F,120000,High School,Professional
12130,,Suzanne,Zhou,S,F,120000,High School,Professional
12131,,Randall,Dominguez,M,M,90000,High School,Professional
12132,,Kaitlyn,Henderson,M,F,110000,Partial College,Professional
12133,,Colleen,Xie,M,F,130000,Partial College,Professional
12134,,Hector,Alonso,M,M,170000,High School,Professional
12135,,Fernando,Taylor,M,M,90000,Partial College,Professional
12136,,Blake,Turner,M,M,30000,High School,Professional
12137,,Jack,Green,M,M,90000,Graduate Degree,Management
12138,,Colin,Jai,M,M,70000,Graduate Degree,Management
12139,,Franklin,Yang,M,M,70000,Graduate Degree,Management
12140,,Oscar,Russell,S,M,90000,Partial College,Professional
12141,,Kaitlyn,Lee,S,F,90000,Partial College,Professional
12142,,Gabriella,Torres,S,F,100000,Bachelors,Management
12143,,Logan,Turner,M,M,100000,Bachelors,Management
12144,,Kelly,Jenkins,M,F,100000,Partial College,Professional
12145,,Brandon,Butler,M,M,100000,Partial College,Professional
12146,,Xavier,Thomas,S,M,110000,Bachelors,Management
12147,,Taylor,Patterson,M,F,80000,Bachelors,Management
12148,,Gabrielle,Morris,S,F,100000,Partial College,Professional
12149,,Bailey,Scott,M,F,100000,Partial College,Professional
12150,,Logan,Wang,M,M,130000,Graduate Degree,Management
12151,,Steven,Kelly,M,M,130000,Bachelors,Management
12152,,Adrian,Ramirez,M,M,130000,Bachelors,Management
12153,,Kaitlyn,Bailey,S,F,70000,Partial College,Professional
12154,,Hailey,Adams,S,F,80000,Partial College,Professional
12155,,Gabriella,Lopez,S,F,80000,Partial College,Professional
12156,,Bonnie,Raji,M,F,70000,Graduate Degree,Management
12157,,William,White,M,M,120000,Graduate Degree,Management
12158,,Kyle,Phillips,M,M,80000,Partial College,Professional
12159,,Kaitlyn,Scott,M,F,80000,Partial College,Professional
12160,,Jaclyn,Zhang,S,F,90000,Partial College,Professional
12161,,Alexandria,Rogers,M,F,100000,Partial College,Professional
12162,,Luke,Mitchell,S,M,120000,Partial College,Professional
12163,,Aaron,Wang,S,M,150000,Bachelors,Management
12164,,Noah,Butler,M,M,150000,Bachelors,Management
12165,,Caleb,Flores,M,M,80000,Partial College,Professional
12166,,Jared,Rogers,M,M,80000,Partial College,Professional
12167,,Sebastian,Stewart,S,M,100000,Partial College,Professional
12168,,Hunter,Jackson,M,M,80000,Partial College,Professional
12169,,Abigail,Howard,S,F,120000,High School,Professional
12170,,Sara,Reed,M,F,130000,Bachelors,Management
12171,,Alyssa,Cooper,S,F,130000,Bachelors,Management
12172,,Eduardo,Alexander,S,M,130000,Bachelors,Management
12173,,Dalton,Edwards,M,M,130000,Bachelors,Management
12174,,Charles,Phillips,M,M,170000,Graduate Degree,Management
12175,,Luke,Powell,S,M,60000,High School,Professional
12176,,Cody,James,S,M,60000,High School,Professional
12177,,Kevin,Campbell,S,M,70000,High School,Professional
12178,,Ethan,Shan,M,M,80000,Partial High School,Skilled Manual
12179,,Alexis,Jones,S,F,50000,Graduate Degree,Management
12180,,Holly,Mehta,S,F,50000,Graduate Degree,Management
12181,,Katelyn,Sanders,M,F,130000,Graduate Degree,Management
12182,,Erin,Torres,M,F,70000,High School,Professional
12183,,Emily,Robinson,M,F,80000,Partial College,Professional
12184,,Isaiah,Perez,M,M,100000,Partial College,Professional
12185,,Kaitlyn,Patterson,S,F,100000,Partial College,Professional
12186,,Bryant,Srini,S,M,100000,Partial College,Professional
12187,,Ruben,Subram,M,M,100000,Partial College,Professional
12188,,Ashley,Thomas,S,F,110000,Partial College,Professional
12189,,Sophia,Wright,M,F,130000,Bachelors,Management
12190,,Justin,Gonzales,S,M,170000,Graduate Degree,Management
12191,,Melissa,Washington,M,F,60000,Partial High School,Skilled Manual
12192,,Jocelyn,Hayes,S,F,60000,Partial High School,Skilled Manual
12193,,Caleb,Simmons,S,M,70000,High School,Professional
12194,,Destiny,Foster,S,F,70000,Graduate Degree,Management
12195,,Erin,Morris,S,F,70000,Graduate Degree,Management
12196,,Alexis,Miller,S,F,70000,Graduate Degree,Management
12197,,Adam,Hernandez,M,M,70000,Graduate Degree,Management
12198,,Noah,Scott,M,M,60000,Graduate Degree,Management
12199,,Christina,Richardson,S,F,40000,Partial College,Professional
12200,,Rafael,Sharma,M,M,70000,Graduate Degree,Management
12201,,Mindy,Yuan,M,F,100000,Graduate Degree,Management
12202,,Xavier,Ross,M,M,100000,Graduate Degree,Management
12203,,Zachary,Hughes,M,M,120000,Graduate Degree,Management
12204,,Bradley,Jai,M,M,120000,Graduate Degree,Management
12205,,Madison,Long,S,F,130000,Bachelors,Management
12206,,Sierra,Parker,M,F,90000,Bachelors,Management
12207,,Samuel,Hill,S,M,80000,Bachelors,Management
12208,,Dominique,Sanchez,M,F,130000,Bachelors,Management
12209,,Mindy,Jai,M,F,130000,Bachelors,Management
12210,,Alan,He,M,M,10000,Graduate Degree,Manual
12211,,Victor,Romero,M,M,10000,Graduate Degree,Manual
12212,,Shawna,Xie,M,F,10000,Graduate Degree,Manual
12213,,Alejandro,Lal,M,M,10000,Graduate Degree,Manual
12214,,Julie,Raje,M,F,20000,Graduate Degree,Manual
12215,,Karla,She,M,F,20000,Graduate Degree,Clerical
12216,,Gerald,Rodriguez,M,M,20000,Graduate Degree,Clerical
12217,,Kyle,Roberts,M,M,10000,Bachelors,Manual
12218,,Mitchell,Xu,M,M,10000,Bachelors,Manual
12219,,Kurt,Nara,M,M,10000,Bachelors,Manual
12220,,Virginia,Sara,M,F,10000,Bachelors,Manual
12221,,Brandi,Ruiz,M,F,20000,Graduate Degree,Clerical
12222,,Jenny,Xu,M,F,20000,Graduate Degree,Clerical
12223,,Felicia,Vazquez,M,F,20000,Graduate Degree,Clerical
12224,,Tristan,Henderson,M,M,20000,Graduate Degree,Clerical
12225,,Kathleen,Ortega,M,F,20000,Graduate Degree,Clerical
12226,,Faith,Ward,M,F,10000,Bachelors,Clerical
12227,,Kelsey,Raje,M,F,10000,Partial College,Manual
12228,,Mayra,Martinez,M,F,20000,Bachelors,Clerical
12229,,Kari,Gomez,M,F,10000,Partial College,Manual
12230,,Wesley,Zheng,M,M,10000,Partial College,Manual
12231,,Isabelle,Patterson,S,F,10000,Partial College,Manual
12232,,Sean,Hernandez,S,M,10000,Partial College,Manual
12233,,Jerry,Yuan,M,M,10000,Partial College,Manual
12234,,Clarence,Zeng,M,M,10000,Partial College,Manual
12235,,Donna,Rai,M,F,30000,Graduate Degree,Clerical
12236,,Kendra,Gill,M,F,20000,Partial College,Manual
12237,,Ruth,Madan,M,F,20000,Partial College,Manual
12238,,Monica,Raman,M,F,30000,Bachelors,Clerical
12239,,Alberto,Ramos,M,M,30000,Bachelors,Clerical
12240,,Clayton,Sharma,S,M,10000,Partial College,Manual
12241,,Kristine,Sandberg,S,F,10000,Partial College,Manual
12242,,Gilbert,Liang,S,M,10000,Partial College,Manual
12243,,Kristy,Rubio,S,F,10000,Partial College,Manual
12244,,Amy,Huang,M,F,20000,Bachelors,Clerical
12245,,Francisco,Gonzalez,S,M,10000,Partial College,Manual
12246,,Shawn,Luo,M,M,10000,High School,Manual
12247,,Brandy,Raman,S,F,20000,Bachelors,Clerical
12248,,Devin,Taylor,S,M,10000,High School,Manual
12249,,Jessie,Cai,M,M,20000,Bachelors,Clerical
12250,,Andrea,Collins,S,F,10000,High School,Manual
12251,,Troy,Suri,M,M,20000,Partial College,Manual
